Variable;Código;Etiqueta
Getdif;9;Ignorado
Ecidif;1;Soltero
Ecidif;2;Casado
Ecidif;3;Unido
Ecidif;9;Ignorado
Escodif;1;Ninguno
Escodif;2;Primaria
Escodif;3;Básica
Escodif;4;Diversificado
Escodif;5;Universitario
Escodif;9;Ignorado
Ocudif;1111;Miembros del poder legislativo
Ocudif;1112;Personal directivo de la administración pública
Ocudif;1113;Jefes de pequeñas poblaciones
Ocudif;1114;Dirigentes de organizaciones que presentan un interés especial
Ocudif;1120;Directores generales y gerentes generales
Ocudif;1211;Directores financieros
Ocudif;1212;Directores de recursos humanos
Ocudif;1213;Directores de políticas y planificación
Ocudif;1219;Directores de administración y servicios no clasificados bajo otros epígrafes
Ocudif;1221;Directores de ventas y comercialización
Ocudif;1222;Directores de publicidad y relaciones públicas
Ocudif;1223;Directores de investigación y desarrollo
Ocudif;1311;Directores de producción agropecuaria y silvicultura
Ocudif;1312;Directores de producción de piscicultura y pesca
Ocudif;1321;Directores de industrias manufactureras
Ocudif;1322;Directores de explotaciones de minería
Ocudif;1323;Directores de empresas de construcción
Ocudif;1324;Directores de empresas de abastecimiento, distribución y afines
Ocudif;1330;Directores de servicios de tecnología de la información y las comunicaciones
Ocudif;1341;Directores de servicios de cuidados infantiles
Ocudif;1342;Directores de servicios de salud
Ocudif;1343;Directores de servicios de cuidado de las personas de edad
Ocudif;1344;Directores  de servicios de bienestar social
Ocudif;1345;Directores de servicios de educación
Ocudif;1346;Gerentes de sucursales de bancos, de servicios financieros y de seguros
Ocudif;1349;Directores y gerentes de servicios profesionales no clasificados bajo otros epígrafes
Ocudif;1411;Gerentes de hoteles
Ocudif;1412;Gerentes de restaurantes
Ocudif;1420;Gerentes de comercios al por mayor y al por menor
Ocudif;1431;Gerentes de centros deportivos, de esparcimiento y culturales
Ocudif;1439;Gerentes de servicios no clasificados bajo otros epígrafes
Ocudif;2111;Físicos y astrónomos
Ocudif;2112;Meteorólogos
Ocudif;2113;Químicos
Ocudif;2114;Geólogos y geofísicos
Ocudif;2120;Matemáticos, actuarios y estadísticos
Ocudif;2131;Biólogos, botánicos, zoólogos y afines
Ocudif;2132;Agrónomos y afines
Ocudif;2133;Profesionales de la protección medioambiental
Ocudif;2141;Ingenieros industriales y de producción
Ocudif;2142;Ingenieros civiles
Ocudif;2143;Ingenieros medioambientales
Ocudif;2144;Ingenieros mecánicos
Ocudif;2145;Ingenieros químicos
Ocudif;2146;Ingenieros de minas, metalúrgicos y afines
Ocudif;2149;Ingenieros no clasificados bajo otros epígrafes
Ocudif;2151;Ingenieros electricistas
Ocudif;2152;Ingenieros electrónicos
Ocudif;2153;Ingenieros en telecomunicaciones
Ocudif;2161;Arquitectos
Ocudif;2162;Arquitectos paisajistas
Ocudif;2163;Diseñadores de productos y de prendas
Ocudif;2164;Urbanistas e ingenieros de tránsito
Ocudif;2165;Cartógrafos y agrimensores
Ocudif;2166;Diseñadores gráficos y multimedia
Ocudif;2211;Médicos generales
Ocudif;2212;Médicos especialistas 
Ocudif;2221;Profesionales de enfermería
Ocudif;2222;Profesionales de partería
Ocudif;2230;Profesionales de medicina tradicional y alternativa
Ocudif;2240;Practicantes paramédicos
Ocudif;2250;Veterinarios
Ocudif;2261;Dentistas
Ocudif;2262;Farmacéuticos
Ocudif;2263;Profesionales de la salud y la higiene laboral y ambiental
Ocudif;2264;Fisioterapeutas 
Ocudif;2265;Dietistas y nutricionistas
Ocudif;2266;Audiólogos y logopedas
Ocudif;2267;Optometristas
Ocudif;2269;Profesionales de la salud no clasificados bajo otros epígrafes
Ocudif;2310;Profesores de universidades y de la enseñanza superior
Ocudif;2320;Profesores de formación profesional
Ocudif;2330;Profesores de enseñanza secundaria
Ocudif;2341;Maestros de enseñanza primaria
Ocudif;2342;Maestros preescolares
Ocudif;2351;Especialistas en métodos pedagógicos
Ocudif;2352;Educadores para necesidades especiales
Ocudif;2353;Otros profesores de idiomas
Ocudif;2354;Otros profesores de música
Ocudif;2355;Otros profesores de artes
Ocudif;2356;Instructores en tecnología de la información
Ocudif;2359;Profesionales de la enseñanza no clasificados bajo otros epígrafes
Ocudif;2411;Contables
Ocudif;2412;Asesores financieros y en inversiones
Ocudif;2413;Analistas financieros
Ocudif;2421;Analistas de gestión y organización
Ocudif;2422;Especialistas en políticas de administración
Ocudif;2423;Especialistas en políticas y servicios de personal y afines
Ocudif;2424;Especialistas en formación del personal
Ocudif;2431;Profesionales de la publicidad y la comercialización
Ocudif;2432;Profesionales de relaciones públicas
Ocudif;2433;Profesionales de ventas técnicas y médicas (excluyendo la TIC)
Ocudif;2434;Profesionales de ventas de tecnología de la información y las comunicaciones
Ocudif;2511;Analistas de sistemas
Ocudif;2512;Desarrolladores de software
Ocudif;2513;Desarrolladores Web y multimedia
Ocudif;2514;Programadores de aplicaciones
Ocudif;2519;Desarrolladores y analistas de software y multimedia y analistas no clasificados bajo otros epígrafes
Ocudif;2521;Diseñadores y administradores de bases de datos
Ocudif;2522;Administradores de sistemas
Ocudif;2523;Profesionales en redes de computadores
Ocudif;2529;Especialistas en bases de datos y en redes de computadores no clasificados bajo otros epígrafes
Ocudif;2611;Abogados
Ocudif;2612;Jueces
Ocudif;2619;Profesionales en derecho no clasificados bajo otros epígrafes
Ocudif;2621;Archivistas y curadores de museos
Ocudif;2622;Bibliotecarios, documentalistas y afines
Ocudif;2631;Economistas
Ocudif;2632;Sociólogos, antropólogos y afines
Ocudif;2633;Filósofos, historiadores y especialistas en ciencias políticas
Ocudif;2634;Psicólogos
Ocudif;2635;Profesionales del trabajo social
Ocudif;2636;Profesionales religiosos
Ocudif;2641;Autores y otros escritores
Ocudif;2642;Periodistas
Ocudif;2643;Traductores, intérpretes y lingüistas
Ocudif;2651;Artistas de artes plásticas
Ocudif;2652;Músicos, cantantes y compositores
Ocudif;2653;Bailarines y coreógrafos
Ocudif;2654;Directores de cine, de teatro y afines
Ocudif;2655;Actores
Ocudif;2656;Locutores de radio, televisión y otros medios de comunicación
Ocudif;2659;Artistas creativos e interpretativos no clasificados bajo otros epígrafes
Ocudif;3111;Técnicos en ciencias físicas y químicas
Ocudif;3112;Técnicos en ingeniería civil
Ocudif;3113;Electrotécnicos
Ocudif;3114;Técnicos en electrónica
Ocudif;3115;Técnicos en ingeniería mecánica
Ocudif;3116;Técnicos en química industrial
Ocudif;3117;Técnicos en ingeniería de minas y metalurgia
Ocudif;3118;Delineantes y dibujantes técnicos
Ocudif;3119;Técnicos en ciencias físicas y en ingeniería no clasificados bajo otros epígrafes
Ocudif;3121;Supervisores en ingeniería de minas
Ocudif;3122;Supervisores de industrias manufactureras
Ocudif;3123;Supervisores de la construcción
Ocudif;3131;Operadores de instalaciones de producción de energía
Ocudif;3132;Operadores de incineradores, instalaciones de tratamiento de agua y afines
Ocudif;3133;Controladores de instalaciones de procesamiento de productos químicos
Ocudif;3134;Operadores de instalaciones de refinación de petróleo y gas natural
Ocudif;3135;Controladores de procesos de producción de metales
Ocudif;3139;Técnicos en control de procesos no clasificados bajo otros epígrafes
Ocudif;3141;Técnicos en ciencias biológicas (excluyendo la medicina)
Ocudif;3142;Técnicos agropecuarios
Ocudif;3143;Técnicos forestales
Ocudif;3151;Oficiales maquinistas en navegación
Ocudif;3152;Capitanes, oficiales de cubierta y prácticos
Ocudif;3153;Pilotos de aviación y afines
Ocudif;3154;Controladores de tráfico aéreo
Ocudif;3155;Técnicos en seguridad aeronáutica
Ocudif;3211;Técnicos en aparatos de diagnóstico y tratamiento médico
Ocudif;3212;Técnicos de laboratorios médicos
Ocudif;3213;Técnicos y asistentes farmacéuticos
Ocudif;3214;Técnicos de prótesis médicas y dentales
Ocudif;3221;Profesionales de nivel medio de enfermería
Ocudif;3222;Profesionales de nivel medio de partería
Ocudif;3230;Profesionales de nivel medio de medicina tradicional y alternativa
Ocudif;3240;Técnicos y asistentes veterinarios
Ocudif;3251;Dentistas auxiliares y ayudantes de odontología
Ocudif;3252;Técnicos en documentación sanitaria
Ocudif;3253;Trabajadores comunitarios de la salud
Ocudif;3254;Técnicos en optometría y ópticos
Ocudif;3255;Técnicos y asistentes fisioterapeutas
Ocudif;3256;Practicantes y asistentes médicos
Ocudif;3257;Inspectores de la salud laboral,  medioambiental y afines
Ocudif;3258;Ayudantes de ambulancias
Ocudif;3259;Profesionales de la salud de nivel medio no clasificados bajo otros epígrafes
Ocudif;3311;Agentes de bolsa, cambio y otros servicios financieros
Ocudif;3312;Oficiales de préstamos y créditos
Ocudif;3313;Tenedores de libros
Ocudif;3314;Profesionales de nivel medio de servicios estadísticos, matemáticos y afines
Ocudif;3315;Tasadores
Ocudif;3321;Agentes de seguros
Ocudif;3322;Representantes comerciales
Ocudif;3323;Agentes de compras
Ocudif;3324;Agentes de compras y consignatarios
Ocudif;3331;Declarantes o gestores de aduana
Ocudif;3332;Organizadores de conferencias y eventos
Ocudif;3333;Agentes de empleo y contratistas de mano de obra
Ocudif;3334;Agentes inmobiliarios
Ocudif;3339;Agentes de servicios comerciales no clasificados bajo otros epígrafes
Ocudif;3341;Supervisores de secretaría
Ocudif;3342;Secretarios jurídicos
Ocudif;3343;Secretarios administrativos y ejecutivos
Ocudif;3344;Secretarios médicos
Ocudif;3351;Agentes de aduana e inspectores de fronteras
Ocudif;3352;Agentes de administración tributaria
Ocudif;3353;Agentes de servicios de seguridad social
Ocudif;3354;Agentes de servicios de expedición de licencias y permisos
Ocudif;3355;Inspectores de policía y detectives
Ocudif;3359;Agentes de la administración pública para la aplicacion de la ley y afines no clasificados bajo otros epígrafes
Ocudif;3411;Profesionales de nivel medio del derecho y servicios legales y afines
Ocudif;3412;Trabajadores y asistentes sociales de nivel medio
Ocudif;3413;Auxiliares laicos de las religiones
Ocudif;3421;Atletas y deportistas
Ocudif;3422;Entrenadores, instructores y árbitros de actividades deportivas
Ocudif;3423;Instructores de educación física y actividades recreativas
Ocudif;3431;Fotógrafos
Ocudif;3432;Diseñadores y decoradores de interior
Ocudif;3433;Técnicos en galerías de arte, museos y bibliotecas
Ocudif;3434;Chefs
Ocudif;3435;Otros profesionales de nivel medio en actividades culturales y artísticas
Ocudif;3511;Técnicos en operaciones de tecnología de la información y las comunicaciones
Ocudif;3512;Técnicos en asistencia al usuario de tecnología de la información y las comunicaciones
Ocudif;3513;Técnicos en redes y sistemas de computadores
Ocudif;3514;Técnicos de la Web
Ocudif;3521;Técnicos de radiodifusión y grabación audio visual
Ocudif;3522;Técnicos de ingeniería de las telecomunicaciones
Ocudif;4110;Oficinistas generales
Ocudif;4120;Secretarios (general)
Ocudif;413;Operadores de máquinas de oficina
Ocudif;4131;Operadores de máquinas de procesamiento de texto y mecanógrafos
Ocudif;4132;Grabadores de datos
Ocudif;4211;Cajeros de bancos y afines
Ocudif;4212;Receptores de apuestas y afines
Ocudif;4213;Prestamistas
Ocudif;4214;Cobradores y afines
Ocudif;4221;Empleados de agencias de viajes
Ocudif;4222;Empleados de centros de llamadas
Ocudif;4223;Telefonistas
Ocudif;4224;Recepcionistas de hoteles
Ocudif;4225;Empleados de ventanillas de informaciones
Ocudif;4226;Recepcionistas (general)
Ocudif;4227;Entrevistadores de encuestas y de investigaciones de mercados
Ocudif;4229;Empleados de servicios de información al cliente no clasificados bajo otros epígrafes
Ocudif;4311;Empleados de contabilidad y cálculo de costos
Ocudif;4312;Empleados de servicios estadísticos, financieros y de seguros
Ocudif;4313;Empleados encargados de las nóminas
Ocudif;4321;Empleados de control de abastecimientos e inventario
Ocudif;4322;Empleados de servicios de apoyo a la producción
Ocudif;4323;Empleados de servicios de transporte
Ocudif;4411;Empleados de bibliotecas
Ocudif;4412;Empleados de servicios de correos
Ocudif;4413;Codificadores de datos, correctores de pruebas de imprenta y afines
Ocudif;4414;Escribientes públicos y afines
Ocudif;4415;Empleados de archivos
Ocudif;4416;Empleados del servicio de personal
Ocudif;4419;Personal de apoyo administrativo no clasificado bajo otros epígrafes
Ocudif;5111;Auxiliares de servicio de abordo
Ocudif;5112;Revisores y cobradores de los transportes públicos
Ocudif;5113;Guías de turismo
Ocudif;5120;Cocineros
Ocudif;5131;Camareros de mesas
Ocudif;5132;Camareros de barra
Ocudif;5141;Peluqueros
Ocudif;5142;Especialistas en tratamientos de belleza y afines
Ocudif;5151;Supervisores de mantenimiento y limpieza en oficinas, hoteles y otros establecimientos
Ocudif;5152;Ecónomos y mayordomos domésticos 
Ocudif;5153;Conserjes
Ocudif;5161;Astrólogos, adivinadores y afines
Ocudif;5162;Acompañantes y ayudantes de cámara
Ocudif;5163;Personal de pompas fúnebres y embalsamadores
Ocudif;5164;Cuidadores de animales
Ocudif;5165;Instructores de autoescuela
Ocudif;5169;Trabajadores de servicios personales no clasificados bajo otros epígrafes
Ocudif;5211;Vendedores de quioscos y de puestos de mercado
Ocudif;5212;Vendedores ambulantes de productos comestibles
Ocudif;5221;Comerciantes de tiendas
Ocudif;5222;Supervisores de tiendas y almacenes
Ocudif;5223;Asistentes de venta de tiendas y almacenes
Ocudif;5230;Cajeros y expendedores de billetes
Ocudif;5241;Modelos de moda, arte y publicidad
Ocudif;5242;Demostradores de tiendas
Ocudif;5243;Vendedores puerta a puerta
Ocudif;5244;Vendedores por teléfono
Ocudif;5245;Expendedores de gasolineras
Ocudif;5246;Vendedores de comidas al mostrador
Ocudif;5249;Vendedores no clasificados bajo otros epígrafes
Ocudif;5311;Cuidadores de niños
Ocudif;5312;Auxiliares de maestros
Ocudif;5321;Trabajadores de los cuidados personales en instituciones
Ocudif;5322;Trabajadores de los cuidados personales a domicilio
Ocudif;5329;Trabajadores de los cuidados personales en servicios de salud no clasificados bajo otros epígrafes
Ocudif;5411;Bomberos
Ocudif;5412;Policías
Ocudif;5413;Guardianes de prisión
Ocudif;5414;Guardias de protección
Ocudif;5419;Personal de los servicios de protección no clasificados bajo otros epígrafes
Ocudif;6111;Agricultores y trabajadores calificados de cultivos extensivos
Ocudif;6112;Agricultores y trabajadores calificados de plantaciones de árboles y arbustos
Ocudif;6113;Agricultores y trabajadores calificados de huertas, invernaderos, viveros y jardines
Ocudif;6114;Agricultores y trabajadores calificados de cultivos mixtos
Ocudif;6121;Criadores de ganado
Ocudif;6122;Avicultores y trabajadores calificados de la avicultura
Ocudif;6123;Apicultores y sericultores y trabajadores calificados de la apicultura y la sericultura
Ocudif;6129;Criadores y trabajadores pecuarios calificados de la cría de animales no clasificados bajo otros epígrafes
Ocudif;6130;Productores y trabajadores calificados de explotaciones agropecuarias mixtas cuya producción se destina al mercado
Ocudif;6210;Trabajadores forestales calificados y afines
Ocudif;6221;Trabajadores de explotaciones de acuicultura
Ocudif;6222;Pescadores de agua dulce y en aguas costeras
Ocudif;6223;Pescadores de alta mar
Ocudif;6224;Cazadores y tramperos
Ocudif;6310;Trabajadores agrícolas de subsistencia
Ocudif;6320;Trabajadores pecuarios de subsistencia
Ocudif;6330;Trabajadores agropecuarios de subsistencia
Ocudif;6340;Pescadores, cazadores, tramperos y recolectores de subsistencia
Ocudif;7111;Constructores de casas
Ocudif;7112;Albañiles
Ocudif;7113;Mamposteros, tronzadores, labrantes y grabadores de piedra
Ocudif;7114;Operarios en cemento armado, enfoscadores y afines
Ocudif;7115;Carpinteros de armar y de obra blanca
Ocudif;7119;Oficiales y operarios de la construcción (obra gruesa) y afines no clasificados bajo otros epígrafes
Ocudif;7121;Techadores
Ocudif;7122;Parqueteros y colocadores de suelos
Ocudif;7123;Revocadores
Ocudif;7124;Instaladores de material aislante y de insonorización
Ocudif;7125;Cristaleros
Ocudif;7126;Fontaneros e instaladores de tuberías
Ocudif;7127;Mecánicos-montadores de instalaciones de refrigeración y climatización
Ocudif;7131;Pintores y empapeladores
Ocudif;7132;Barnizadores y afines
Ocudif;7133;Limpiadores de fachadas y deshollinadores
Ocudif;7211;Moldeadores y macheros
Ocudif;7212;Soldadores y oxicortadores
Ocudif;7213;Chapistas y caldereros
Ocudif;7214;Montadores de estructuras metálicas
Ocudif;7215;Aparejadores y empalmadores de cables
Ocudif;7221;Herreros y forjadores
Ocudif;7222;Herramentistas y afines
Ocudif;7223;Reguladores y operadores de máquinas herramientas
Ocudif;7224;Pulidores de metales y afiladores de herramientas
Ocudif;7231;Mecánicos y reparadores de vehículos de motor
Ocudif;7232;Mecánicos y reparadores de motores de avión
Ocudif;7233;Mecánicos y reparadores de máquinas agrícolas e industriales
Ocudif;7234;Reparadores de bicicletas y afines
Ocudif;7311;Mecánicos y reparadores de instrumentos de precisión
Ocudif;7312;Fabricantes y afinadores de instrumentos musicales
Ocudif;7313;Joyeros, orfebres y plateros
Ocudif;7314;Alfareros y afines (barro, arcilla y abrasivos)
Ocudif;7315;Sopladores, modeladores, laminadores, cortadores y pulidores de vidrio
Ocudif;7316;Redactores de carteles, pintores decorativos y grabadores
Ocudif;7317;Artesanos en madera, cestería y materiales similares
Ocudif;7318;Artesanos de los tejidos, el cuero y materiales similares
Ocudif;7319;Artesanos no clasificados bajo otros epígrafes
Ocudif;732;Oficiales y operarios de las artes gráficas
Ocudif;7321;Cajistas, tipógrafos y afines
Ocudif;7322;Impresores
Ocudif;7323;Encuadernadores y afines
Ocudif;7411;Electricistas de obras y afines
Ocudif;7412;Mecánicos y ajustadores electricistas
Ocudif;7413;Instaladores y reparadores de líneas eléctricas 
Ocudif;7421;Mecánicos y reparadores en electrónica
Ocudif;7422;Instaladores y reparadores en tecnología de la información y las comunicaciones
Ocudif;7511;Carniceros, pescaderos y afines
Ocudif;7512;Panaderos, pasteleros y confiteros
Ocudif;7513;Operarios de la elaboración de productos lácteos
Ocudif;7514;Operarios de la conservación de frutas, legumbres, verduras y afines
Ocudif;7515;Catadores y clasificadores de alimentos y bebidas
Ocudif;7516;Preparadores y elaboradores de tabaco y sus productos
Ocudif;7521;Operarios del tratamiento de la madera
Ocudif;7522;Ebanistas y afines
Ocudif;7523;Reguladores y operadores de máquinas de labrar madera
Ocudif;7531;Sastres, modistos, peleteros y sombrereros
Ocudif;7532;Patronistas y cortadores de tela y afines
Ocudif;7533;Costureros, bordadores y afines
Ocudif;7534;Tapiceros, colchoneros y afines
Ocudif;7535;Apelambradores, pellejeros y curtidores
Ocudif;7536;Zapateros y afines
Ocudif;7541;Buzos
Ocudif;7542;Dinamiteros y pegadores
Ocudif;7543;Clasificadores y probadores de productos (excluyendo alimentos y bebidas)
Ocudif;7544;Fumigadores y otros controladores de plagas y malas hierbas
Ocudif;7549;Oficiales, operarios y artesanos de artes mecánicas y de otros oficios no clasificados bajo otros epígrafes
Ocudif;8111;Mineros y operadores de instalaciones mineras
Ocudif;8112;Operadores de instalaciones de procesamiento de minerales y rocas
Ocudif;8113;Perforadores y sondistas de pozos y afines
Ocudif;8114;Operadores de máquinas para fabricar cemento y otros productos minerales
Ocudif;8121;Operadores de instalaciones de procesamiento de metales
Ocudif;8122;Operadores de máquinas pulidoras, galvanizadoras y recubridoras de metales 
Ocudif;8131;Operadores de plantas y máquinas de productos químicos
Ocudif;8132;Operadores de máquinas para fabricar productos fotográficos
Ocudif;8141;Operadores de máquinas para fabricar productos de caucho
Ocudif;8142;Operadores de máquinas para fabricar productos de material plástico
Ocudif;8143;Operadores de máquinas para fabricar productos de papel
Ocudif;8151;Operadores de máquinas de preparación de fibras, hilado y devanado
Ocudif;8152;Operadores de telares y otras máquinas tejedoras
Ocudif;8153;Operadores de máquinas de coser
Ocudif;8154;Operadores de máquinas de blanqueamiento, teñido y limpieza de tejidos
Ocudif;8155;Operadores de máquinas de tratamiento de pieles y cueros
Ocudif;8156;Operadores de máquinas para la fabricación de calzado y afines
Ocudif;8157;Operadores de máquinas lavarropas
Ocudif;8159;Operadores de máquinas para fabricar productos textiles y artículos de piel y cuero no clasificados bajo otros epígrafes
Ocudif;8160;Operadores de máquinas para elaborar alimentos y productos afines
Ocudif;8171;Operadores de instalaciones para la preparación de pasta para papel y papel
Ocudif;8172;Operadores de instalaciones de procesamiento de la madera
Ocudif;8181;Operadores de instalaciones de vidriería y cerámica
Ocudif;8182;Operadores de máquinas de vapor y calderas
Ocudif;8183;Operadores de máquinas de embalaje, embotellamiento y etiquetado 
Ocudif;8189;Operadores de máquinas y de instalaciones fijas no clasificados bajo otros epígrafes
Ocudif;8211;Ensambladores de maquinaria mecánica
Ocudif;8212;Ensambladores de equipos eléctricos y electrónicos
Ocudif;8219;Ensambladores no clasificados bajo otros epígrafes
Ocudif;8311;Maquinistas de locomotoras
Ocudif;8312;Guardafrenos, guardagujas y agentes de maniobras
Ocudif;8321;Conductores de motocicletas
Ocudif;8322;Conductores de automóviles, taxis y camionetas
Ocudif;8331;Conductores de autobuses y tranvías
Ocudif;8332;Conductores de camiones pesados
Ocudif;8341;Operadores de maquinaria agrícola y forestal móvil
Ocudif;8342;Operadores de máquinas de movimiento de tierras y afines
Ocudif;8343;Operadores de grúas, aparatos elevadores y afines
Ocudif;8344;Operadores de autoelevadoras
Ocudif;8350;Marineros de cubierta y afines
Ocudif;9111;Limpiadores y asistentes domésticos
Ocudif;9112;Limpiadores y asistentes de oficinas, hoteles y otros establecimientos
Ocudif;9121;Lavanderos y planchadores manuales
Ocudif;9122;Lavadores de vehículos
Ocudif;9123;Lavadores de ventanas
Ocudif;9129;Otro personal de limpieza
Ocudif;9211;Peones de explotaciones agrícolas
Ocudif;9212;Peones de explotaciones ganaderas
Ocudif;9213;Peones de explotaciones de cultivos mixtos y ganaderos
Ocudif;9214;Peones de jardinería y horticultura
Ocudif;9215;Peones forestales
Ocudif;9216;Peones de pesca y acuicultura
Ocudif;9311;Peones de minas y canteras
Ocudif;9312;Peones de obras públicas y mantenimiento
Ocudif;9313;Peones de la construcción de edificios
Ocudif;9321;Empacadores manuales
Ocudif;9329;Peones de la industria manufacturera no clasificados bajo otros epígrafes
Ocudif;9331;Conductores de vehículos accionados a pedal o a brazo
Ocudif;9332;Conductores de vehículos y máquinas de tracción animal
Ocudif;9333;Peones de carga
Ocudif;9334;Reponedores de estanterías
Ocudif;9411;Cocineros de comidas rápidas
Ocudif;9412;Ayudantes de cocina
Ocudif;9510;Trabajadores ambulantes de servicios y afines
Ocudif;952;Vendedores ambulantes (excluyendo de comida)
Ocudif;9520;Vendedores ambulantes (excluyendo de comida)
Ocudif;9611;Recolectores de basura y material reciclable
Ocudif;9612;Clasificadores de desechos
Ocudif;9613;Barrenderos y afines
Ocudif;9621;Mensajeros, mandaderos, maleteros y repartidores
Ocudif;9622;Personas que realizan trabajos varios
Ocudif;9623;Recolectores de dinero en aparatos de venta automática y lectores de medidores
Ocudif;9624;Acarreadores de agua y recolectores  de  leña
Ocudif;9629;Ocupaciones elementales no clasificadas bajo otros epígrafes
Ocudif;0110;Oficiales de las fuerzas armadas
Ocudif;0210;Suboficiales de las fuerzas armadas
Ocudif;0310;Otros miembros de las fuerzas armadas
Ocudif;9711;Oficios domésticos no remunerados
Ocudif;9712;Estudiante
Ocudif;9713;Jubilado
Ocudif;9998;Ocupacion no bien especificada
Ocudif;9999;Ignorado
Dnadif;1;Guatemala
Dnadif;2;El Progreso
Dnadif;3;Sacatepéquez
Dnadif;4;Chimaltenango
Dnadif;5;Escuintla
Dnadif;6;Santa Rosa
Dnadif;7;Sololá
Dnadif;8;Totonicapán
Dnadif;9;Quetzaltenango
Dnadif;10;Suchitepéquez
Dnadif;11;Retalhuleu
Dnadif;12;San Marcos
Dnadif;13;Huehuetenango
Dnadif;14;Quiché
Dnadif;15;Baja Verapaz
Dnadif;16;Alta Verapaz
Dnadif;17;Petén
Dnadif;18;Izabal
Dnadif;19;Zacapa
Dnadif;20;Chiquimula
Dnadif;21;Jalapa
Dnadif;22;Jutiapa
Dnadif;23;Extranjero
Dnadif;99;Ignorado
Mnadif;0101;Guatemala
Mnadif;0102;Santa Catarina Pinula
Mnadif;0103;San José Pinula
Mnadif;0104;San José del Golfo
Mnadif;0105;Palencia
Mnadif;0106;Chinautla
Mnadif;0107;San Pedro Ayampuc
Mnadif;0108;Mixco
Mnadif;0109;San Pedro Sacatepéquez
Mnadif;0110;San Juan Sacatepéquez
Mnadif;0111;San Raymundo
Mnadif;0112;Chuarrancho
Mnadif;0113;Fraijanes
Mnadif;0114;Amatitlán
Mnadif;0115;Villa Nueva
Mnadif;0116;Villa Canales
Mnadif;0117;Petapa
Mnadif;0201;Guastatoya
Mnadif;0202;Morazán
Mnadif;0203;San Agustín Acasaguastlán
Mnadif;0204;San Cristóbal Acasaguastlán
Mnadif;0205;El Jícaro
Mnadif;0206;Sansare
Mnadif;0207;Sanarate
Mnadif;0208;San Antonio la Paz
Mnadif;0301;Antigua Guatemala
Mnadif;0302;Jocotenango
Mnadif;0303;Pastores
Mnadif;0304;Sumpango
Mnadif;0305;Santo Domingo Xenacoj
Mnadif;0306;Santiago Sacatepéquez
Mnadif;0307;San Bartolomé Milpas Altas
Mnadif;0308;San Lucas Sacatepéquez
Mnadif;0309;Santa Lucía Milpas Altas
Mnadif;0310;Magdalena Milpas Altas
Mnadif;0311;Santa María de Jesús
Mnadif;0312;Ciudad Vieja
Mnadif;0313;San Miguel Dueñas
Mnadif;0314;Alotenango
Mnadif;0315;San Antonio Aguas Calientes
Mnadif;0316;Santa Catarina Barahona
Mnadif;0401;Chimaltenango
Mnadif;0402;San José Poaquil
Mnadif;0403;San Martín Jilotepeque
Mnadif;0404;Comalapa
Mnadif;0405;Santa Apolonia
Mnadif;0406;Tecpán Guatemala
Mnadif;0407;Patzún
Mnadif;0408;Pochuta
Mnadif;0409;Patzicía
Mnadif;0410;Santa Cruz Balanyá
Mnadif;0411;Acatenango
Mnadif;0412;Yepocapa
Mnadif;0413;San Andrés Itzapa
Mnadif;0414;Parramos
Mnadif;0415;Zaragoza
Mnadif;0416;El Tejar
Mnadif;0501;Escuintla
Mnadif;0502;Santa Lucía Cotzumalguapa
Mnadif;0503;La Democracia
Mnadif;0504;Siquinalá
Mnadif;0505;Masagua
Mnadif;0506;Tiquisate
Mnadif;0507;La Gomera
Mnadif;0508;Guanagazapa
Mnadif;0509;San José
Mnadif;0510;Iztapa
Mnadif;0511;Palín
Mnadif;0512;San Vicente Pacaya
Mnadif;0513;Nueva Concepción
Mnadif;0601;Cuilapa
Mnadif;0602;Barberena
Mnadif;0603;Santa Rosa de Lima
Mnadif;0604;Casillas
Mnadif;0605;San Rafael las Flores
Mnadif;0606;Oratorio
Mnadif;0607;San Juan Tecuaco
Mnadif;0608;Chiquimulilla
Mnadif;0609;Taxisco
Mnadif;0610;Santa María Ixhuatán
Mnadif;0611;Guazacapán
Mnadif;0612;Santa Cruz Naranjo
Mnadif;0613;Pueblo Nuevo Viñas
Mnadif;0614;Nueva Santa Rosa
Mnadif;0701;Sololá
Mnadif;0702;San José Chacayá
Mnadif;0703;Santa María Visitación
Mnadif;0704;Santa Lucía Utatlán
Mnadif;0705;Nahualá
Mnadif;0706;Santa Catarina Ixtahuacán
Mnadif;0707;Santa Clara la Laguna
Mnadif;0708;Concepción
Mnadif;0709;San Andrés Semetabaj
Mnadif;0710;Panajachel
Mnadif;0711;Santa Catarina Palopó
Mnadif;0712;San Antonio Palopó
Mnadif;0713;San Lucas Tolimán
Mnadif;0714;Santa Cruz la Laguna
Mnadif;0715;San Pablo la Laguna
Mnadif;0716;San Marcos la Laguna
Mnadif;0717;San Juan la Laguna
Mnadif;0718;San Pedro la Laguna
Mnadif;0719;Santiago Atitlán
Mnadif;0801;Totonicapán
Mnadif;0802;San Cristóbal Totonicapán
Mnadif;0803;San Francisco el Alto
Mnadif;0804;San Andrés Xecul
Mnadif;0805;Momostenango
Mnadif;0806;Santa María Chiquimula
Mnadif;0807;Santa Lucía la Reforma
Mnadif;0808;San Bartolo
Mnadif;0901;Quetzaltenango
Mnadif;0902;Salcajá
Mnadif;0903;Olintepeque
